Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1945,Arthur Kornberg; Herbert Tabor; W. H. Sebrell,"Blood Regeneration in Rats Deficient in Biotin, Thiamin or Riboflavin",0002-9513,10.1152/ajplegacy.1945.145.1.54,,,,,
1945,H. M. Hines; William H. Wehrmacher; J. D. Thomson,Functional Changes in Nerve and Muscle After Partial Denervation,0002-9513,10.1152/ajplegacy.1945.145.1.48,,,,,
1945,Frederick Bernheim; Bernheim M,Note on the Effect of Caffeine on Ammonia and Urea Excretion in Rabbits,0002-9513,10.1152/ajplegacy.1945.145.1.115,,,,,
1945,John C. Finerty; Robert Gesell,The EFFECT OF cH ON HUMORAL STIMULATION OF STRIATED MUSCLE AND ITS APPLICATION TO THE CHEMICAL CONTROL OF BREATHING,0002-9513,10.1152/ajplegacy.1945.145.1.1,,,,,
1945,James H. Leathem,Gonadotropic Activity of Equine Gonadotropin in Combination With Zinc,0002-9513,10.1152/ajplegacy.1945.145.1.28,,,,,
1945,Harry A. Charipper; E. D. Goldsmith; Albert S. Gordon,Vitamin Deficiency and Overdosage and the Resistance of Rats to Lowered Barometric Pressures,0002-9513,10.1152/ajplegacy.1945.145.2.130,,,,,
1945,F. L. Munro; E. Ross Hart; Muriel Platt Munro; Adolph A. Walkling,The Changes in Components a and B of Prothrombin in the Dog Following Hepatectomy,0002-9513,10.1152/ajplegacy.1945.145.2.206,,,,,
1945,C. R. Spealman,Effect of Ambient Air Temperature and of Hand Temperature on Blood Flow in Hands,0002-9513,10.1152/ajplegacy.1945.145.2.218,,,,,
1945,Eldon M. Boyd; Thomas Earl; Shirley Jackson; Betty Palmer; Mary Stevens,Alterations in the Properties of Dog Hepatic Bile With Increasing Age of the Chronic Biliary Fistula,0002-9513,10.1152/ajplegacy.1945.145.2.186,,,,,
1945,Tsan-Wen Li; Smith Freeman; V. H. Hough; F. D. Gunn,The Increased Susceptibility of Protein-Deficient Dogs to Benzene Poisoning,0002-9513,10.1152/ajplegacy.1945.145.2.166,,,,,
1945,Dwight J. Ingle; Marvin H. Kuizenga,The Survival of Non-Adrenalectomized Rats in Burn Shock With and Without Adrenal Cortical Hormone Treatment,0002-9513,10.1152/ajplegacy.1945.145.2.203,,,,,
1945,Benjamin DeBoer,Changes in the Blood During Chronic and Acute Dehydration,0002-9513,10.1152/ajplegacy.1945.145.2.154,,,,,
1945,H. F. Haney; A. J. Lindgren,"The Effect of Acetylcholine on the Atropinized, Denervated Heart",0002-9513,10.1152/ajplegacy.1945.145.2.177,,,,,
1945,Fritz Bischoff,The Influence of Sodium Lauryl Sulfate on the Biologic Response to the Gonadotropins and to Insulin,0002-9513,10.1152/ajplegacy.1945.145.2.123,,,,,
1945,Tsan-Wen Li; Smith Freeman,The Effect of Protein and Fat Content of the Diet Upon the Toxicity of Benzene for Rats,0002-9513,10.1152/ajplegacy.1945.145.2.158,,,,,
1945,Cornelius A. Tobias; John H. Lawrence; F. J. W. Roughton; Walter S. Root; Magnus I. Gregersen,The Elimination of Carbon Monoxide From the Human Body With Reference to the Possible Conversion of Co to Co2,0002-9513,10.1152/ajplegacy.1945.145.2.253,,,,,
1945,Julia Meyer; Bessie L. Lendrum; Louis N. Katz,The Effect of Sodium and Chloride Salts in Preventing the Shocklike State Following Venous Occlusion of a Limb in the Dog,0002-9513,10.1152/ajplegacy.1945.145.2.151,,,,,
1945,A. M. Wedd; H. A. Blair,The Action of Acetylcholine and Epinephrine on the Turtle Ventricle,0002-9513,10.1152/ajplegacy.1945.145.2.147,,,,,
1945,Muriel Platt Munro; Johnson Thomas,The Number and Relative Concentrations of Protein Constituents of Canine Pancreatic Juice as Determined by Electrophoresis,0002-9513,10.1152/ajplegacy.1945.145.2.140,,,,,
1945,Herbert S. Kupperman; Roland K. Meyer,Consideration of the Mechanism of Neutralization of Endogenous Gonadotrophic Hormone of the Rat by Antigonadotrophic Serum,0002-9513,10.1152/ajplegacy.1945.145.2.181,,,,,
1945,Sheppard M. Walker; Edmund A. Smolik; A. S. Gilson,The Effects of Intracisternal Injection of Potassium Phosphate on the Rate and Rhythm of the Heart and on the Blood Pressure and on the Respiration of the Dog,0002-9513,10.1152/ajplegacy.1945.145.2.223,,,,,
1945,S. W. Britton; R. F. Kline,"Age, Sex, Carbohydrate, Adrenal Cortex and Other Factors in Anoxia",0002-9513,10.1152/ajplegacy.1945.145.2.190,,,,,
1945,Benjamin C. Riggs,The Effect of Exposure to Oxygen at High Pressure Upon the Tonus and Respiration of Pyloric Muscle From the Rabbit,0002-9513,10.1152/ajplegacy.1945.145.2.211,,,,,
1945,Eric Ogden,Respiratory Flow in Mustelus,0002-9513,10.1152/ajplegacy.1945.145.2.134,,,,,
1945,F. J. W. Roughton; Walter S. Root,The Fate of Co in the Body During Recovery From Mild Carbon Monoxide Poisoning in Man,0002-9513,10.1152/ajplegacy.1945.145.2.239,,,,,
1945,Jr. John F. Perkins,The Rôle of the Proprioceptors in Shivering,0002-9513,10.1152/ajplegacy.1945.145.2.264,,,,,
1946,Robert A. Phillips; Vincent P. Dole; Paul B. Hamilton; Kendall Emerson; Reginald M. Archibald; Donald D. Van Slyke,Effects of Acute Hemorrhagic and Traumatic Shock on Renal Function of Dogs,0002-9513,10.1152/ajplegacy.1946.145.3.314,,,,,
1946,Clara Torda; Harold G. Wolff,Effect of Compounds Related to Glycolysis in Muscle on the Sensitivity of Muscle to Acetylcholine and Potassium,0002-9513,10.1152/ajplegacy.1946.145.3.419,,,,,
1946,Ewald E. Selkurt,Comparison of Renal Clearances With Direct Renal Blood Flow Under Control Conditions and Following Renal Ischemia,0002-9513,10.1152/ajplegacy.1946.145.3.376,,,,,
1946,J. L. Lilienthal; Mary B. Pine,The Effect of Oxygen Pressure on the Uptake of Carbon Monoxide by Man at Sea Level and at Altitude,0002-9513,10.1152/ajplegacy.1946.145.3.346,,,,,
1946,Savino A. D'Angelo,Blood Sugar Levels and Carbohydrate Administration in Human Subjects During Prolonged Exposures to Moderately Low Altitudes,0002-9513,10.1152/ajplegacy.1946.145.3.365,,,,,
1946,Armand J. Quick; Robert K. Ota; Ivan D. Baronofsky,On the Thrombopenia of Anaphylactic and Peptone Shock,0002-9513,10.1152/ajplegacy.1946.145.3.273,,,,,
1946,David M. Tennent,A Study of the Water Losses Through the Skin in the Rat,0002-9513,10.1152/ajplegacy.1946.145.3.436,,,,,
1946,Franklin M. Henry,The Role of Exercise in Altitude Pain,0002-9513,10.1152/ajplegacy.1946.145.3.279,,,,,
1946,John Haldi; Winfrey Wynn,The Effect of Low and High Carbohydrate Meals on the Blood Sugar Level and on Work Performance in Strenuous Exercise of Short Duration,0002-9513,10.1152/ajplegacy.1946.145.3.402,,,,,
1946,J. L. Lilienthal; Charles H. Fugitt,"The Effect of Low Concentrations of Carboxyhemoglobin on the ""Altitude Tolerance"" of Man",0002-9513,10.1152/ajplegacy.1946.145.3.359,,,,,
1946,Vincent P. Dole; Kendall Emerson; Robert A. Phillips; Paul B. Hamilton; Donald D. Van Slyke,The Renal Extraction of Oxygen in Experimental Shock,0002-9513,10.1152/ajplegacy.1946.145.3.337,,,,,
1946,Arthur Kornberg; K. M. Endicott,Potassium Deficiency in the Rat,0002-9513,10.1152/ajplegacy.1946.145.3.291,,,,,
1946,George B. Whatmore; Ethan Morgan; Nathaniel Kleitman,The Influence of Avoidance Conditioning on the Course of Non-Avoidance Conditioning in Dogs,0002-9513,10.1152/ajplegacy.1946.145.3.432,,,,,
1946,Lester Erickson; Ernst Simonson; Henry L. Taylor; Howard W. Alexander; Ancel Keys,The Energy Cost of Horizontal and Grade Walking on the Motor-Driven Treadmill,0002-9513,10.1152/ajplegacy.1946.145.3.391,,,,,
1946,H. O. Burdick,Further Observations on Induced Ovulation in the Mouse as a Rapid Test for Pregnancy,0002-9513,10.1152/ajplegacy.1946.145.3.387,,,,,
1946,Ross A. McFarland; Michael Halperin; Jorma I. Niven,Visual Thresholds as an Index of Physiological Imbalance During Insulin Hypoglycemia,0002-9513,10.1152/ajplegacy.1946.145.3.299,,,,,
1946,J. L. Lilienthal; Richard L. Riley; D. D. Proemmel; R. E. Franke,"The Relationships Between Carbon Monoxide, Oxygen and Hemoglobin in the Blood of Man at Altitude",0002-9513,10.1152/ajplegacy.1946.145.3.351,,,,,
1946,Ralph G. Janes,The Effect of Diethylstilbestrol on Thyroidectomized Rats,0002-9513,10.1152/ajplegacy.1946.145.3.411,,,,,
1946,Henry J. Ralston; W. D. Collings; Ann Taylor; Eric Ogden,Venous Return in the Absence of Cardiac Drive,0002-9513,10.1152/ajplegacy.1946.145.3.441,,,,,
1946,Glenn E. Sheline; I.L. Chaikoff; M. W. Montgomery,"The Elimination of Administered Cobalt in Pancreatic Juice and Bile of the Dog, as Measured With Its Radioactive Isotopes",0002-9513,10.1152/ajplegacy.1946.145.3.285,,,,,
1946,J. L. Lilienthal; Richard L. Riley; D. D. Proemmel,Arterial Oxyhemoglobin Saturations at Critical Pressure-Altitudes Breathing Various Mixtures of Oxygen and Nitrogen: With a Note on the Effect of Exercise,0002-9513,10.1152/ajplegacy.1946.145.3.427,,,,,
1946,Robert W. Lackey; Carl A. Bunde; Leroy C. Harris,The Relationship of Cardiac Glycogen Deposition to Blood Ketone Levels in Experimental Ketosis,0002-9513,10.1152/ajplegacy.1946.145.4.470,,,,,
1946,J. A. E. Eyster; Warren E. Gilson,The Development and Contour of Cardiac Injury Potential,0002-9513,10.1152/ajplegacy.1946.145.4.507,,,,,
1946,A. J. Kosman; Stafford L. Osborne; A. C. Ivy,The Effect of Electrical Stimulation Upon the Course of Atrophy and Recovery of the Gastrocnemius of the Rat,0002-9513,10.1152/ajplegacy.1946.145.4.447,,,,,
1946,H. A. Blair; A. M. Wedd,The Action of Cardiac Ejection on Venous Return,0002-9513,10.1152/ajplegacy.1946.145.4.528,,,,,
1946,L. Matthew; Nancy Bach,The Production of Acetylcholine in Antidromic Vasodilatation,0002-9513,10.1152/ajplegacy.1946.145.4.478,,,,,
1946,Skinner Jt; McHARGUE Js,Supplementary Effects of Arsenic and Manganese on Copper in the Synthesis of Hemoglobin,0002-9513,10.1152/ajplegacy.1946.145.4.500,,,,,
1946,A. G. Eaton; Frederick P. Ferguson; Frances T. Byer,"The Renal Reabsorption of Amino Acids in Dogs: Valine, Leucine and Isoleucine",0002-9513,10.1152/ajplegacy.1946.145.4.491,,,,,
1946,J. T. Skinner; J. S. McHargue,Experiments to Ascertain the Effect of Manganese on the Synthesis of Ascorbic Acid in the Guinea Pig,0002-9513,10.1152/ajplegacy.1946.145.4.566,,,,,
1946,Warren Jv; Stead Ea; Brannon Es,The Cardiac Output in Man: A Study of Some of the Errors in the Method of Right Heart Catheterization,0002-9513,10.1152/ajplegacy.1946.145.4.458,,,,,
1946,Ralph G. Janes; Helen L. Dawson; L. Myers,Further Observations Concerning Effect of Adrenalectomy on Alloxan Diabetes: Paired Feeding Experiments,0002-9513,10.1152/ajplegacy.1946.145.4.538,,,,,
1946,Clara Torda; Harold G. Wolff,"Effect of Some Isocyclic, Aromatic and Heterocyclic Compounds on Muscle Sensitivity to Acetylcholine and Potassium",0002-9513,10.1152/ajplegacy.1946.145.4.608,,,,,
1946,Arlington C. Krause,Provisual Red and Visual Red,0002-9513,10.1152/ajplegacy.1946.145.4.561,,,,,
1946,Ernst Fischer; Virginia W. Ramsey,Changes in Protein Content and in Some Physicochemical Properties of the Protein During Muscular Atrophies of Various Types,0002-9513,10.1152/ajplegacy.1946.145.4.571,,,,,
1946,L. H. Nahum; Hebbel E. Hoff,The Configuration of Epicardial and Endocardial Extrasystoles in the Chest Leads,0002-9513,10.1152/ajplegacy.1946.145.4.615,,,,,
1946,Edwin R. Elbel; Earl L. Green,Pulse Reaction to Performing Step-Up Exercise on Benches of Different Heights,0002-9513,10.1152/ajplegacy.1946.145.4.521,,,,,
1946,L. Matthew; Nancy Bach,The Reflex Activation of the Vasodilator Fibers of the Dorsal Roots and Their Rôle in Vasodilator Tone,0002-9513,10.1152/ajplegacy.1946.145.4.474,,,,,
1946,Ernst Fischer; Virginia W. Ramsey,The Effect of Daily Electrical Stimulation of Normal and Denervated Muscles Upon Their Protein Content and Upon Some of the Physicochemical Properties of the Protein,0002-9513,10.1152/ajplegacy.1946.145.4.583,,,,,
1946,Benjamin H. Ershoff; Harry J. Deuel,The Beneficial Effects of Yeast on the Body and Gonadal Weight of Immature Rats Fed Alpha-Estradiol,0002-9513,10.1152/ajplegacy.1946.145.4.465,,,,,
1946,Charles D. Kochakian,The Effect of Dose and Nutritive State on the Renotrophic and Androgenic Activities of Various Steroids,0002-9513,10.1152/ajplegacy.1946.145.4.549,,,,,
1946,Behrmann Vg; Schelling; Hartman Fw,Blood Histamine Levels in Experimental Burns,0002-9513,10.1152/ajplegacy.1946.145.4.483,,,,,
1946,Khalil G. Wakim; Robert D. Fink; K. K. Chen,The Influence of Adrenalin on Plasma Prothrombin,0002-9513,10.1152/ajplegacy.1946.145.4.452,,,,,
1946,Paul Weiß; Mac V. Edds,Spontaneous Recovery of Muscle Following Partial Denervation,0002-9513,10.1152/ajplegacy.1946.145.4.587,,,,,
1946,George H. Berryman; Charles Henderson; C. E. French; John T. Goorley; Harold A. Harper; Herbert Pollack; David M. Harkness,Some Factors Influencing the Biochemical Appraisal of Group Nutritional Status,0002-9513,10.1152/ajplegacy.1946.145.4.625,,,,,
1946,V H Cicardo,Release of Phosphate by the Brain Upon Stimulation,0002-9513,10.1152/ajplegacy.1946.145.4.542,,,,,
1946,Victor Lorber; Nathan Lifson; Harland G. Wood; Sir Joseph Barcroft,The Metabolism of Acetate by the Completely Isolated Mammalian Heart Investigated With Carboxyl-Labeled Acetate,0002-9513,10.1152/ajplegacy.1946.145.4.557,,,,,
1946,Tsan-Wen Li; Smith Freeman,Experimental Lipemia and Hypercholesterolemia by Protein Depletion and by Cholesterol Feeding in Dogs,0002-9513,10.1152/ajplegacy.1946.145.5.660,,,,,
1946,Ewald E. Selkurt,Renal Blood Flow and Renal Clearance During Hemorrhagic Shock,0002-9513,10.1152/ajplegacy.1946.145.5.699,,,,,
1946,Tsan-Wen Li; Smith Freeman,The Importance of Exogenous Fat in Fatty Infiltration of the Liver of Dogs,0002-9513,10.1152/ajplegacy.1946.145.5.667,,,,,
1946,Isolde T. Zeckwer,Compensatory Growth of the Kidney After Unilateral Nephrectomy in Thyroidectomized Rats,0002-9513,10.1152/ajplegacy.1946.145.5.681,,,,,
1946,Lemuel D. Wright; Karl H. Beyer; Helen R. Skeggs; Horace F. Russo; Elizabeth A. Patch,The Renal Clearance of Pantothenic Acid,0002-9513,10.1152/ajplegacy.1946.145.5.633,,,,,
1946,Carl E. Hoffman; Robert T. Clark; E. B. Brown,Blood Oxygen Saturations and Duration of Consciousness in Anoxia at High Altitudes,0002-9513,10.1152/ajplegacy.1946.145.5.685,,,,,
1946,Alrick B. Hertzman; Walter C. Randall; K. Jochim,The Estimation of the Cutaneous Blood Flow With the Photoelectric Plethysmograph,0002-9513,10.1152/ajplegacy.1946.145.5.716,,,,,
1946,Tsan-Wen Li; Smith Freeman,Effect of Protein Deficiency and Cholesterol Feeding on the Liver of Dogs,0002-9513,10.1152/ajplegacy.1946.145.5.646,,,,,
1946,Raymond Holden; Harold A. Bulger,The Nature of Volume Effects in Renal Clearances,0002-9513,10.1152/ajplegacy.1946.145.5.638,,,,,
1946,E. F. Adolph,The Initiation of Sweating in Response to Heat,0002-9513,10.1152/ajplegacy.1946.145.5.710,,,,,
1946,Samuel R. Tipton; Martha Jean Leath; Isabel H. Tipton; W. L. Nixon,The Effects of Feeding Thyroid Substance and of Adrenalectomy on the Activities of Succinoxidase and Cytochrome Oxidase in the Liver Tissue of Rats,0002-9513,10.1152/ajplegacy.1946.145.5.693,,,,,
1946,George A. Feigen; Dan H. Campbell,"The Relative Sensitivity of the Mucosal and Peritoneal Surfaces of Guinea-Pig Ileum to Histamine, Acetylcholine and Specific Antigens",0002-9513,10.1152/ajplegacy.1946.145.5.676,,,,,
1946,Herman N. Eisen,Diamine Oxidase (Histaminase) Activity of Kidney and Other Organs in the Hypersensitive State,0002-9513,10.1152/ajplegacy.1946.146.1.56,,,,,
1946,Douglas E. Smith,Adrenal Function Following Ovariectomy in the Rat,0002-9513,10.1152/ajplegacy.1946.146.1.133,,,,,
1946,F. N. Low,The Peripheral Visual Acuity of 100 Subjects Under Scotopic Conditions,0002-9513,10.1152/ajplegacy.1946.146.1.21,,,,,
1946,Harold F. Blum; William S. Terus,Inhibition of the Erythema of Sunburn by Large Doses of Ultraviolet Radiation,0002-9513,10.1152/ajplegacy.1946.146.1.97,,,,,
1946,Robert W. Keeton; Edward H. Lambert; Nathaniel Glickman; H. H. Mitchell; J. H. Last; M. K. Fahnestock,"The Tolerance of Man to Cold as Affected by Dietary Modifications: Proteins Versus Carbohydrates, and the Effect of Variable Protective Clothing",0002-9513,10.1152/ajplegacy.1946.146.1.66,,,,,
1946,William V. Whitehorn; Abraham Edelmann; F. A. Hitchcock,The Cardiovascular Responses to the Breathing of 100 Per Cent Oxygen at Normal Barometric Pressure,0002-9513,10.1152/ajplegacy.1946.146.1.61,,,,,
1946,Grant H. Palmer; Glenn H. Joseph,Capillary Permeability: Perfusion of Frog and Guinea Pig Hind Limbs,0002-9513,10.1152/ajplegacy.1946.146.1.126,,,,,
1946,F. N. Craig,"Renal Tubular Reabsorption, Metabolic Utilization and Isomeric Fractionation of Lactic Acid in the Dog",0002-9513,10.1152/ajplegacy.1946.146.1.146,,,,,
1946,N. W. Shock; W. H. Sebrell,The Effect of Different Concentrations of Nicotinic Acid Amide on the Work Output of Perfused Frog Muscles,0002-9513,10.1152/ajplegacy.1946.146.1.52,,,,,
1946,Harold F. Blum; William S. Terus,The Erythemal Threshold for Sunburn,0002-9513,10.1152/ajplegacy.1946.146.1.107,,,,,
1946,N R Joseph; C. I. Reed; E. Homburger,An IN VIVO STUDY OF THE pH OF SYNOVIAL FLUID IN DOGS,0002-9513,10.1152/ajplegacy.1946.146.1.1,,,,,
1946,Charles L. Schneider,The Inactivation of Placental Toxin by Human Serum,0002-9513,10.1152/ajplegacy.1946.146.1.140,,,,,
1946,Dietrich C. Smith; Robert H. Oster,Influence of Blood Sugar Levels on Resistance to Low Oxygen Tension in the Cat,0002-9513,10.1152/ajplegacy.1946.146.1.26,,,,,
1946,E. A. Spiegel; George C. Henny; H. T. Wycis; M. Spiegel-Adolf,Effect of Concussion Upon the Polarizability of the Brain,0002-9513,10.1152/ajplegacy.1946.146.1.12,,,,,
1946,Harold F. Blum; M. Eicher; William S. Terus,Evaluation of Protective Measures Against Sunburn,0002-9513,10.1152/ajplegacy.1946.146.1.118,,,,,
1946,H. H. Mitchell; Nathaniel Glickman; Edward H. Lambert; Robert W. Keeton; M. K. Fahnestock,The Tolerance of Man to Cold as Affected by Dietary Modification: Carbohydrate Versus Fat and the Effect of the Frequency of Meals,0002-9513,10.1152/ajplegacy.1946.146.1.84,,,,,
1946,S. W. Britton; E. L. Corey; G. A. Stewart,Effects of High Acceleratory Forces and Their Alleviation,0002-9513,10.1152/ajplegacy.1946.146.1.33,,,,,
1946,H. H. Rostorfer; R. H. Rigdon,A Study of Oxygen Transport in the Blood of Young and Adult Domestic Ducks,0002-9513,10.1152/ajplegacy.1946.146.2.222,,,,,
1946,E. Mylon; M. C. Winternitz,The Differentiation of Potassium From Other Agents Associated With the Toxic Effects of Tourniquet Shock,0002-9513,10.1152/ajplegacy.1946.146.2.254,,,,,
1946,Arthur B. Otis; Hermann Rahn; Marvin A. Epstein; Wallace O. Fenn,Performance as Related to Composition of Alveolar Air,0002-9513,10.1152/ajplegacy.1946.146.2.207,,,,,
1946,Carl J. Wiggers; David F. Opdyke; Jessica Johnson,"Portal Pressure Gradients Under Experimental Conditions, Including Hemorrhagic Shock",0002-9513,10.1152/ajplegacy.1946.146.2.192,,,,,
1946,Charles H. Sawyer,Cholinesterases in Degenerating and Regenerating Peripheral Nerves,0002-9513,10.1152/ajplegacy.1946.146.2.246,,,,,
1946,Sidney S. Sobin,Accuracy of Indirect Determinations of Blood Pressure in the Rat; Relation to Temperature of Plethysmograph and Width of Cuff,0002-9513,10.1152/ajplegacy.1946.146.2.179,,,,,
1946,Hermann Rahn; Arthur B. Otis; L. E. Chadwick; Wallace O. Fenn,The Pressure-Volume Diagram of the Thorax and Lung,0002-9513,10.1152/ajplegacy.1946.146.2.161,,,,,
1946,Arthur H. Whiteley; W. D. McElroy,Denitrogenation of Muscle and Fat Tissues of the Anesthetized Cat,0002-9513,10.1152/ajplegacy.1946.146.2.229,,,,,
1946,Arthur B. Otis; Hermann Rahn; Wallace O. Fenn,Venous Pressure Changes Associated With Positive Intrapulmonary Pressures; Their Relationship to the Distensibility of the Lung,0002-9513,10.1152/ajplegacy.1946.146.2.307,,,,,
